id,name,lat,lon,departure,arrival,x_transformed,y_transformed,cluster
558,Ashland Ave & Garfield Blvd,41.792822,-87.664429,0.0,0.0,444795.30093429267,4626987.230700676,-1
559,Racine Ave & Garfield Blvd,41.794228,-87.655073,3.0,4.0,445573.846234828,4627137.3671577675,-1
560,Marshfield Ave & 59th St,41.786833,-87.666215,3.0,6.0,444641.7561375054,4626323.446614985,-1
561,Damen Ave & 59th St,41.78602,-87.674167,1.0,2.0,443980.2841262292,4626238.333345076,-1
562,Racine Ave & 61st St,41.783189,-87.654372,6.0,5.0,445622.7602465165,4625911.3122121915,35
563,Ashland Ave & 63rd St,41.779374,-87.664843,0.0,0.0,444749.3580195458,4625494.424952171,36
564,Racine Ave & 65th St,41.775393,-87.654308,3.0,1.0,445621.4926175401,4625045.717728107,-1
565,Ashland Ave & 66th St,41.774074,-87.663815,8.0,8.0,444830.2464433303,4624905.330474216,36
566,Ashland Ave & 69th St,41.768726,-87.664069,0.0,0.0,444804.5517540924,4624311.730287802,36
567,May St & 69th St,41.768938,-87.652934,5.0,3.0,445730.243283396,4624328.181780664,-1
568,Vincennes Ave & 75th St,41.75797,-87.63121,2.0,2.0,447526.94453098945,4623096.97984866,37
569,Woodlawn Ave & 75th St,41.75916,-87.595751,3.0,5.0,450475.61064153747,4623208.078576189,-1
570,Evans Ave & 75th St,41.75849,-87.60641,1.0,1.0,449589.0068454288,4623139.883081307,-1
571,Vernon Ave & 75th St,41.758361,-87.614138,1.0,1.0,448946.47149566567,4623130.11825521,-1
572,State St & 76th St,41.756971,-87.624621,0.0,0.0,448073.8912401629,4622982.067947491,37
573,State St & 79th St,41.750794,-87.624424,0.0,0.0,448085.29096108576,4622296.148632409,-1
574,Vernon Ave & 79th St,41.75094,-87.61379,3.0,2.0,448969.5229509631,4622305.996544718,-1
575,Cottage Grove Ave & 78th St,41.753174,-87.605026,4.0,5.0,449699.90887336707,4622548.865003659,-1
576,Greenwood Ave & 79th St,41.751294,-87.597552,1.0,1.0,450319.82832423435,4622335.795881788,-1
577,Stony Island Ave & South Chicago Ave,41.751173,-87.585337,0.0,0.0,451335.2899794235,4622315.380895025,38
578,Bennett Ave & 79th St,41.751785,-87.578496,0.0,0.0,451904.50737616577,4622379.481291244,38
579,Phillips Ave & 79th St,41.75182,-87.565211,0.0,0.0,453009.0367119038,4622376.0261396095,-1
580,Exchange Ave & 79th St,41.751731,-87.552812,0.0,0.0,454039.8149097755,4622359.447389474,-1
581,Commercial Ave & 83rd St,41.744615,-87.551208,0.0,0.0,454168.1091136184,4621568.541032968,-1
582,Phillips Ave & 83rd St,41.744531,-87.56506,0.0,1.0,453016.2763104989,4621566.68543311,-1
583,Stony Island Ave & 82nd St,41.746559,-87.586005,1.0,1.0,451276.2636555768,4621803.491193573,38
584,Ellis Ave & 83rd St,41.744123,-87.599034,1.0,0.0,450191.0723735888,4621540.494834023,39
585,Cottage Grove Ave & 83rd St,41.743441,-87.604836,0.0,0.0,449708.10906831303,4621468.150682911,39
586,MLK Jr Dr & 83rd St,41.743116,-87.6148,2.0,1.0,448879.344698045,4621437.9389454415,-1
587,Wabash Ave & 83rd St,41.743316,-87.622849,0.0,0.0,448210.2275791866,4621464.956772114,-1
588,South Chicago Ave & 83rd St,41.743921,-87.575225,0.0,0.0,452170.6188587804,4621504.56046104,38
589,Milwaukee Ave & Cuyler Ave,41.954468,-87.749594,3.0,3.0,437875.980576018,4644992.568897386,-1
590,Kilbourn Ave & Irving Park Rd,41.953733,-87.740569,1.0,0.0,438623.2438341869,4644904.459568113,40
591,Kilbourn Ave & Milwaukee Ave,41.948818,-87.74002,1.0,1.0,438664.03204194194,4644358.359426929,40
592,Knox Ave & Montrose Ave,41.960631,-87.745359,0.0,0.0,438232.9181685559,4645673.779528339,-1
593,Halsted St & 59th St,41.787539,-87.644874,1.0,1.0,446415.6545584432,4626388.310126969,18
594,Western Blvd & 48th Pl,41.805661,-87.683392,4.0,4.0,443231.0669532674,4628425.04251794,34
595,Wabash Ave & 87th St,41.736646,-87.622634,1.0,1.0,448222.7470956958,4620724.293531738,-1
596,Benson Ave & Church St,42.048214,-87.683485,0.0,0.0,443438.0069088725,4655355.350797399,41
597,Chicago Ave & Washington St,42.032562,-87.679101,0.0,0.0,443787.0137009918,4653614.612604001,-1
598,Elmwood Ave & Austin St,42.025784,-87.684107,0.0,0.0,443366.6208383614,4652865.350262262,-1
599,Valli Produce - Evanston Plaza,42.039742,-87.699413,1.0,0.0,442112.18372910575,4654425.354283206,-1
600,Dodge Ave & Church St,42.048308,-87.698224,1.0,0.0,442218.3557491488,4655375.638389088,-1
601,Central St Metra,42.063598,-87.69873,2.0,3.0,442190.3502794672,4657073.641296745,-1
602,Central St & Girard Ave,42.064313,-87.686152,0.0,0.0,443231.6373319657,4657144.6022078665,-1
603,Chicago Ave & Sheridan Rd,42.050491,-87.677821,0.0,0.0,443908.7384154487,4655604.4379435945,41
604,Sheridan Rd & Noyes St (NU),42.058239,-87.677432,0.0,0.0,443947.742632892,4656464.448967319,-1
605,University Library (NU),42.052939,-87.673447,1.0,1.0,444272.8387613456,4655873.3820584165,41
619,Keystone Ave & Fullerton Ave,41.92459,-87.72785,0.0,0.0,439649.8999534468,4641659.720698385,-1
620,Orleans St & Chestnut St (NEXT Apts),41.898203,-87.637536,0.0,0.0,447116.59677429794,4638670.407789192,0
621,Aberdeen St & Randolph St,41.884114,-87.654264,1.0,0.0,445717.08047362574,4637116.587350858,0
622,California Ave & Cortez St,41.900363,-87.696704,1.0,0.0,442210.5525506882,4638948.392148483,10
623,Michigan Ave & 8th St,41.872773,-87.623981,0.0,0.0,448220.4546257366,4635838.715431641,0
624,Dearborn St & Van Buren St,41.876268,-87.629155,0.0,0.0,447793.9452530531,4636229.889482622,0
625,Chicago Ave & Dempster St,42.041691,-87.680687,0.0,3.0,443663.79465232254,4654629.252236327,-1
626,Delano Ct & Roosevelt Rd,41.867491,-87.63219,0.0,0.0,447534.9286622666,4635257.254967689,0
627,LaSalle Dr & Huron St,41.894877,-87.632326,0.0,0.0,447546.0448932534,4638297.931651558,0
628,Walsh Park,41.91461,-87.667968,0.0,0.0,444606.4452052642,4640511.248316267,0
630,Kildare Ave & Montrose Ave,41.96108,-87.73569,0.0,0.0,439034.6103802162,4645716.706963527,28
631,Malcolm X College,41.877618,-87.673895,0.0,0.0,444082.6658330877,4636407.957314412,4
635,Fairbanks St & Superior St,41.895748,-87.620104,0.0,0.0,448560.6117133136,4638387.236771387,0
636,Orleans St & Hubbard St,41.890028,-87.636618,0.0,0.0,447186.0103376691,4637762.19207065,0
638,Clinton St & Jackson Blvd,41.87811603,-87.63983846,0.0,0.0,446908.9781337717,4636441.624581673,0
639,Lakefront Trail & Wilson Ave,41.965845,-87.645361,0.0,0.0,446524.0435707421,4646185.437211905,0
642,Latrobe Ave & Chicago Ave,41.894745,-87.756895,3.0,3.0,437212.36111418746,4638366.935295078,-1
645,Archer (Damen) Ave & 37th St,41.826712,-87.683144,0.0,0.0,443270.24917295366,4630762.090837482,1
647,Elizabeth St & 59th St,41.786691,-87.655859,0.0,0.0,445502.1581543633,4626301.06500555,35
652,Rhodes Ave & 71st St,41.766,-87.611726,0.0,0.0,449153.01412939664,4623976.809369461,19
653,Cornell Dr & Hayes Dr,41.780595,-87.584846,0.0,0.0,451398.32223497424,4625581.680132236,2
657,Wood St & Augusta Blvd,41.899181,-87.6722,3.0,0.0,444242.0659234434,4638800.941066725,0
659,Leavitt St & Chicago Ave,41.895501,-87.682017,1.0,1.0,443424.5089802499,4638398.785990297,0
660,Sheridan Rd & Columbia Ave,42.004583,-87.661406,1.0,1.0,445227.7295644451,4650496.631304729,16
661,Evanston Civic Center,42.057044,-87.686554,0.0,0.0,443191.89887587336,4656337.785791405,-1
662,Dodge Ave & Mulford St,42.023463,-87.699595,4.0,1.0,442082.3429928242,4652618.014528052,-1
663,Lincolnwood Dr & Central St,42.064854,-87.715297,1.0,3.0,440820.8333640827,4657224.428329205,-1
665,South Chicago Ave & Elliot Ave,41.747363,-87.580046,5.0,7.0,451772.33196847566,4621889.397889319,38
666,Cherry Ave & Blackhawk St,41.907221,-87.655618,2.0,2.0,445624.3457474995,4639682.960168023,0
672,Franklin St & Illinois St,41.89102331,-87.63547987,0.0,0.0,447281.2487317568,4637871.99893997,0
673,Lincoln Park Conservatory,41.92393131,-87.63582453,1.0,2.0,447279.7389543847,4641525.913903411,0
