id,name,lat,lon,departure,arrival,x_transformed,y_transformed,cluster
171,May St & Cullerton St,41.855136,-87.654127,40.0,34.0,445703.93016314495,4633899.156580598,0
172,Rush St & Cedar St,41.9023087,-87.62769053,0.0,0.0,447936.6141754792,4639120.2320445515,0
173,Mies van der Rohe Way & Chicago Ave,41.89691,-87.621743,58.0,57.0,448425.5863499346,4638517.234756566,0
174,Canal St & Madison St,41.882091,-87.639833,80.0,84.0,446912.72140516,4636882.951367774,0
175,Wells St & Polk St,41.872596,-87.633502,47.0,43.0,447430.22901725414,4635824.85092692,0
176,Clark St & Elm St,41.902973,-87.63128,14.0,17.0,447639.42933595553,4639196.1724237995,0
177,Theater on the Lake,41.926277,-87.630834,23.0,20.0,447695.45340260136,4641783.295279792,0
178,State St & 19th St,41.856594,-87.627542,54.0,58.0,447911.8217267404,4634044.56437127,0
179,MLK Jr Dr & Pershing Rd,41.8246,-87.61678,15.0,23.0,448779.60070805973,4630485.910337867,7
180,Ritchie Ct & Banks St,41.906866,-87.626217,15.0,17.0,448062.5294349864,4639625.3254906265,0
181,LaSalle St & Illinois St,41.890762,-87.631697,79.0,80.0,447594.8595228413,4637840.669056317,0
182,Wells St & Elm St,41.903222,-87.634324,32.0,32.0,447387.15262396383,4639225.680776476,0
183,Damen Ave & Thomas St (Augusta Blvd),41.901315,-87.677409,25.0,26.0,443811.85622222465,4639041.272939729,0
184,State St & 35th St,41.8309,-87.62803,1.0,0.0,447850.45528922154,4631192.143858423,5
185,Stave St & Armitage Ave,41.917741,-87.691392,30.0,33.0,442666.72138831235,4640874.271646988,0
186,Ogden Ave & Race Ave,41.891795,-87.658751,21.0,21.0,445351.34847822145,4637972.237491517,0
188,Greenview Ave & Fullerton Ave,41.92533,-87.6658,16.0,20.0,444795.47568449937,4641700.071783027,0
190,Southport Ave & Wrightwood Ave,41.928773,-87.663913,13.0,12.0,444954.8961373025,4642081.128912611,0
191,Canal St & Monroe St,41.88169,-87.63953,77.0,80.0,446937.5298129507,4636838.242020401,0
192,Canal St & Adams St,41.879255,-87.639904,93.0,96.0,446904.4827274312,4636568.121852496,0
193,State St & 29th St,41.841707,-87.626938,162.0,148.0,447949.8892761284,4632391.344091798,5
194,Wabash Ave & Wacker Pl,41.886875,-87.62603,37.0,33.0,448061.8434158369,4637405.659871845,0
195,Columbus Dr & Randolph St,41.884728,-87.619521,137.0,136.0,448600.1396293081,4637163.365003618,0
196,Cityfront Plaza Dr & Pioneer Ct,41.890573,-87.622072,214.0,203.0,448393.1941371646,4637813.851227946,0
197,Michigan Ave & Madison St,41.882134,-87.625125,19.0,17.0,448133.0920534056,4636878.731873524,0
198,Green St & Madison St,41.881892,-87.648789,5.0,5.0,446169.4668803146,4636866.435811324,0
199,Wabash Ave & Grand Ave,41.891466,-87.626761,47.0,47.0,448004.9193762024,4637915.829536408,0
200,MLK Jr Dr & 47th St,41.809851,-87.616279,109.0,109.0,448809.4620790756,4628848.08881636,-1
201,Indiana Ave & 40th St,41.82168,-87.6216,77.0,72.0,448376.97731786256,4630164.598713553,7
202,Halsted St & 18th St,41.857499,-87.646277,35.0,31.0,446357.5003302716,4634156.578904951,0
203,Western Ave & 21st St,41.854109,-87.685838,21.0,20.0,443070.8216293526,4633805.670377514,-1
204,Prairie Ave & Garfield Blvd,41.794853,-87.618691,11.0,10.0,448597.1252850851,4627184.364080429,8
205,Paulina St & 18th St,41.857901,-87.668745,37.0,36.0,444492.9422300791,4634215.49293457,0
206,Halsted St & Archer Ave,41.847203,-87.646795,0.0,0.0,446305.8945125385,4633013.770941184,9
207,Emerald Ave & 28th St,41.84358,-87.645368,35.0,37.0,446421.3356353483,4632610.630183887,9
208,Laflin St & Cullerton St,41.85491458,-87.66355991,0.0,0.0,444920.7538858133,4633880.580891402,0
209,Normal Ave & Archer Ave,41.849527,-87.640591,41.0,35.0,446822.8507345403,4633267.936589204,9
210,Ashland Ave & Division St,41.90345,-87.667747,77.0,68.0,444615.1264386454,4639272.034056858,0
211,St. Clair St & Erie St,41.894448,-87.622663,334.0,257.0,448347.2869900941,4638244.438376569,0
212,Wells St & Hubbard St,41.889906,-87.634266,2.0,1.0,447381.03360726975,4637747.201732545,0
213,Leavitt St & North Ave,41.910153,-87.68229,64.0,63.0,443414.8012389689,4640025.7458689185,0
214,Damen Ave & Grand Ave,41.89122,-87.67686,189.0,145.0,443848.5512266888,4637920.088927336,0
215,Damen Ave & Madison St,41.88137,-87.67493,83.0,67.0,444000.0608882076,4636825.206838779,4
216,California Ave & Division St,41.903029,-87.697474,55.0,60.0,442149.08966296737,4639244.911380481,10
217,Elizabeth (May) St & Fulton St,41.88661649,-87.65803993,81.0,93.0,445405.9284859793,4637396.827765285,0
218,Wells St & 19th St,41.856802,-87.633879,129.0,128.0,447385.9966952949,4634071.52169087,0
219,Damen Ave & Cortland St,41.915983,-87.677335,3.0,3.0,443830.8543537966,4640669.782192523,0
220,Clark St & Drummond Pl,41.931248,-87.644336,5.0,4.0,446580.10013728414,4642343.5409408985,0
222,Milwaukee Ave & Rockwell St,41.920195,-87.693033,12.0,6.0,442532.84354648576,4641147.833146531,0
223,Clifton Ave & Armitage Ave,41.918216,-87.656936,5.0,9.0,445524.3831484965,4640904.54893164,0
224,Halsted St & Willow St,41.913865,-87.648755,10.0,9.0,446199.13151398726,4640416.301736151,0
225,Halsted St & Dickens Ave,41.919936,-87.64883,13.0,18.0,446198.0113088292,4641090.399899822,0
226,Racine Ave & Belmont Ave,41.939743,-87.658865,7.0,4.0,445382.7887380394,4643295.881768576,0
227,Southport Ave & Waveland Ave,41.94815,-87.66394,11.0,12.0,444969.3200063891,4644232.54491404,0
228,Damen Ave & Melrose Ave,41.9406,-87.6785,10.0,14.0,443755.8726022016,4643403.729796931,6
229,Southport Ave & Roscoe St,41.943739,-87.66402,10.0,7.0,444958.89510145545,4643742.849067265,0
230,Lincoln Ave & Roscoe St,41.94334,-87.67097,104.0,98.0,444382.4548891148,4643703.034823359,0
231,Sheridan Rd & Montrose Ave,41.96167,-87.65464,119.0,133.0,445751.62114713935,4645727.724420846,0
232,Pine Grove Ave & Waveland Ave,41.949275,-87.646303,114.0,116.0,446432.1117949922,4644346.278466303,0
233,Sangamon St & Washington Blvd,41.883165,-87.6511,30.0,33.0,445978.7927973788,4637009.225809577,0
234,Clark St & Montrose Ave,41.961588,-87.666036,30.0,29.0,444807.1878236027,4645725.897676139,0
236,Sedgwick St & Schiller St,41.907626,-87.638566,16.0,16.0,447038.946008842,4639717.257487028,0
237,MLK Jr Dr & 29th St,41.842052,-87.617,17.0,21.0,448775.24804173864,4632423.673265156,5
238,Wolcott (Ravenswood) Ave & Montrose Ave,41.961406,-87.676169,36.0,37.0,443967.32668876427,4645712.266965168,0
239,Western Ave & Leland Ave,41.96649453,-87.68841863,10.0,13.0,442956.7602081242,4646285.32434455,0
240,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,42.0,37.0,445764.7166992138,4644903.187309077,0
241,Morgan St & Polk St,41.871737,-87.65103,66.0,57.0,445974.97625541873,4635740.362101089,0
242,Damen Ave & Leland Ave,41.967094,-87.679028,0.0,0.0,443735.4111552615,4646345.673442589,0
243,Lincoln Ave & Sunnyside Ave,41.963004,-87.684781,15.0,19.0,443255.08302777907,4645895.358725433,0
244,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,47.0,41.0,444147.0044335997,4644965.135366301,0
245,Clarendon Ave & Junior Ter,41.961004,-87.649603,42.0,43.0,446168.4660888149,4645650.602529257,0
246,Ashland Ave & Belle Plaine Ave,41.956057,-87.668835,52.0,62.0,444570.4471096201,4645113.603675061,0
247,Shore Dr & 55th St,41.795212,-87.580715,40.0,39.0,451752.5776833821,4627202.2116476735,11
248,Woodlawn Ave & 55th St,41.795264,-87.596471,67.0,70.0,450443.5599990184,4627216.947852441,3
249,Montrose Harbor,41.963982,-87.638181,8.0,8.0,447117.4553401994,4645974.133973005,-1
250,Ashland Ave & Wellington Ave,41.936083,-87.669807,27.0,71.0,444472.5622330305,4642896.546977769,0
251,Clarendon Ave & Leland Ave,41.967968,-87.650001,52.0,63.0,446141.34998881153,4646424.058144817,0
252,Greenwood Ave & 47th St,41.809835,-87.599383,38.0,39.0,450212.9032390474,4628836.3862840235,12
253,Winthrop Ave & Lawrence Ave,41.968812,-87.657659,57.0,60.0,445507.5295436659,4646522.609049603,0
254,Pine Grove Ave & Irving Park Rd,41.954383,-87.648043,50.0,43.0,446292.182106806,4644914.501983414,0
255,Indiana Ave & Roosevelt Rd,41.867888,-87.623041,21.0,21.0,448294.5219789419,4635295.781587556,0
256,Broadway & Sheridan Rd,41.952833,-87.649993,0.0,0.0,446129.26608950295,4644743.631367568,0
257,Lincoln Ave & Waveland Ave,41.948797,-87.675278,29.0,30.0,444030.1309516505,4644311.722355148,0
258,Logan Blvd & Elston Ave,41.929465,-87.684158,42.0,46.0,443276.9853362753,4642171.155797349,6
259,California Ave & Francis Pl (Temp),41.91849115,-87.6974228,18.0,22.0,442167.2954475752,4640961.608820589,0
260,Kedzie Ave & Milwaukee Ave,41.929567,-87.707857,20.0,30.0,441312.2022187475,4642198.430833286,-1
261,Hermitage Ave & Polk St,41.871514,-87.669886,62.0,62.0,444410.0303656541,4635727.642752878,4
262,Halsted St & 37th St,41.827059,-87.64572,60.0,57.0,446378.3236367832,4630776.581849079,13
263,Rhodes Ave & 32nd St,41.836208,-87.613533,24.0,26.0,449058.4528537788,4631772.772726179,5
264,Stetson Ave & South Water St,41.886835,-87.62232,22.0,19.0,448369.6101968276,4637398.979927081,0
265,Cottage Grove Ave & Oakwood Blvd,41.822985,-87.6071,19.0,24.0,449582.21122655866,4630300.877506155,-1
267,Lake Park Ave & 47th St,41.809443,-87.591875,25.0,25.0,450836.2498828765,4628788.541886861,3
268,Lake Shore Dr & North Blvd,41.911722,-87.626804,12.0,19.0,448017.7842300893,4640164.832184629,0
270,Stony Island Ave & 75th St,41.75866967,-87.58688287,31.0,35.0,451212.4440640394,4623148.57246806,-1
271,Cottage Grove Ave & 43rd St,41.816499,-87.606582,17.0,18.0,449620.1460882106,4629580.4586526705,-1
272,Indiana Ave & 31st St,41.838842,-87.621857,126.0,133.0,448369.42665741936,4632070.186451481,5
273,Michigan Ave & 18th St,41.857813,-87.62455,18.0,27.0,448161.153741598,4634178.095301086,0
274,Racine Ave & 15th St,41.861267,-87.656625,14.0,17.0,445501.7874789552,4634581.445218176,0
275,Ashland Ave & 13th St,41.865234,-87.666507,8.0,11.0,444685.0218068624,4635028.209544748,4
276,California Ave & North Ave,41.91044,-87.6972,17.0,24.0,442178.50419784465,4640067.554750705,-1
277,Ashland Ave & Grand Ave,41.891072,-87.666611,48.0,52.0,444698.6718980563,4637897.000516244,0
278,Wallace St & 35th St,41.830629,-87.64129,102.0,102.0,446749.15879478,4631170.190297594,13
279,Halsted St & 35th St,41.830661,-87.647172,42.0,39.0,446260.75920223,4631177.40597604,13
280,Morgan St & 31st St,41.8378,-87.65114,19.0,20.0,445937.274895065,4631972.513595229,9
281,Western Ave & 24th St,41.84847,-87.685109,14.0,14.0,443126.33877204754,4633179.106867783,-1
282,Halsted St & Maxwell St,41.864883,-87.647071,21.0,16.0,446297.7750121448,4634976.89826567,0
283,LaSalle St & Jackson Blvd,41.878166,-87.631929,46.0,31.0,447565.3146552137,4636442.310162104,0
