pick_up_intersection,count
288.0,10952
332.0,15982
358.0,15813
432.0,25867
468.0,27352
510.0,44123
600.0,6416
768.0,118496
826.0,7401
919.0,79845
1053.0,12906
1288.0,186159
1330.0,137434
1350.0,101121
1387.0,92
1419.0,359
1803.0,206061
1851.0,47439
1865.0,52912
1931.0,626
1936.0,3377
2092.0,4480
2093.0,10278
2195.0,65661
2380.0,32924
2763.0,1972
2767.0,31284
2845.0,20727
3091.0,46125
3157.0,461
3199.0,493
3231.0,17949
3327.0,9357
3365.0,67
3406.0,12878
3504.0,91
3523.0,29
3560.0,1751
3653.0,153
3693.0,1699
3702.0,2869
3715.0,1095
3769.0,38
3860.0,326
4086.0,28
65.0,10467
80.0,10664
297.0,8216
553.0,23966
606.0,35712
932.0,207535
1216.0,138
1256.0,60305
1333.0,118898
1496.0,203
1553.0,118995
1704.0,147444
1902.0,31392
2055.0,145644
2106.0,150341
2135.0,118916
2172.0,30430
2192.0,68970
2222.0,88875
2268.0,45393
2615.0,454
2633.0,67065
2711.0,11917
2824.0,11678
2834.0,83068
2841.0,12540
2851.0,33106
2904.0,105439
3019.0,1451
3087.0,901
3129.0,1738
3229.0,88
3420.0,1190
3646.0,5577
3729.0,42
3767.0,31
3842.0,446
3861.0,6176
3908.0,38
3987.0,33
4072.0,14
12.0,18780
140.0,1469
277.0,115374
423.0,9110
462.0,5679
523.0,13760
526.0,7700
701.0,16747
818.0,3754
1158.0,5201
1261.0,30790
1271.0,56699
1275.0,530
1323.0,7975
1334.0,67222
1407.0,52110
1462.0,168
1640.0,1607
2139.0,70965
2495.0,35671
2947.0,78703
3078.0,4947
3230.0,5646
3290.0,13063
3401.0,63
3485.0,104
3675.0,22
3826.0,45
4055.0,126
4077.0,9
4088.0,24
126.0,13422
215.0,1525
415.0,16024
465.0,9134
558.0,46115
782.0,53967
891.0,60418
1112.0,121252
1220.0,34645
1286.0,126250
1326.0,170021
1524.0,97813
1611.0,26954
2043.0,112743
2193.0,101701
2208.0,1932
2299.0,26084
2300.0,54554
2330.0,90220
2485.0,22858
2540.0,349
2602.0,97264
2610.0,3645
2802.0,524
2907.0,12047
2912.0,153
2952.0,3394
3094.0,3200
3124.0,16310
3443.0,72
3535.0,208
3745.0,697
3834.0,140
21.0,5149
28.0,18447
75.0,4994
130.0,4596
147.0,68095
477.0,37966
579.0,15390
780.0,4862
785.0,101198
1139.0,55293
1192.0,12001
1195.0,133474
1440.0,95933
1566.0,270415
1623.0,625
1667.0,63974
1726.0,53815
1826.0,267551
1974.0,2575
2022.0,9178
2157.0,144648
2311.0,91323
2373.0,34788
2374.0,24663
2379.0,83990
2571.0,1302
2698.0,234
2811.0,146645
2862.0,14941
3226.0,891
3605.0,12
3699.0,446
3736.0,39
3889.0,71
3972.0,14
19.0,133938
418.0,11460
430.0,3574
545.0,66532
561.0,123440
661.0,20568
721.0,1703
792.0,37947
835.0,8347
839.0,182
895.0,2245
1227.0,2068
1233.0,57236
1310.0,114881
1354.0,205
1489.0,144617
1689.0,45388
1831.0,32271
1842.0,36898
1964.0,116635
1993.0,18005
2179.0,31389
2493.0,159
2528.0,18873
2551.0,28902
2598.0,22126
2970.0,51431
3111.0,1089
3118.0,1614
3204.0,719
3253.0,707
3403.0,1682
3473.0,511
3522.0,344
3637.0,627
3817.0,89
3828.0,62
3879.0,63
3881.0,29
4066.0,118
371.0,15985
403.0,15791
685.0,41282
836.0,123042
905.0,2999
1005.0,78054
1074.0,47842
1085.0,22681
1297.0,61966
1505.0,977
1563.0,109829
1605.0,27531
1698.0,223578
1727.0,37969
1753.0,47018
1801.0,72886
1816.0,41650
2124.0,175437
2166.0,112863
2356.0,44680
2442.0,457
2445.0,53149
2474.0,50607
2517.0,41090
2542.0,150979
2567.0,64297
2618.0,70024
2637.0,98728
2827.0,532
3047.0,797
3340.0,259
3364.0,55
3527.0,45
3537.0,49
3673.0,76
3754.0,550
3836.0,59
3850.0,1092
4034.0,48
4075.0,117
10.0,29435
71.0,3115
106.0,4506
114.0,7944
239.0,25207
274.0,2552
335.0,1725
566.0,4213
668.0,63820
966.0,75609
1264.0,29720
1394.0,32607
1525.0,204859
1672.0,24447
1696.0,65518
2155.0,48820
2194.0,829
2429.0,72813
2447.0,146747
2791.0,97571
2979.0,68431
3013.0,1592
3043.0,4506
3287.0,5019
3496.0,505
3588.0,4205
3603.0,192
3613.0,623
3821.0,97
3981.0,60
57.0,16644
441.0,72687
455.0,4462
574.0,12761
757.0,1654
825.0,141656
904.0,39153
948.0,88697
1088.0,146460
1095.0,36853
1371.0,119815
1567.0,15618
1577.0,81434
1748.0,15160
2097.0,144530
2158.0,1160
2579.0,112153
2688.0,5335
2987.0,2210
3122.0,733
3306.0,1167
3462.0,4616
3703.0,96
3783.0,160
3869.0,94
9.0,38082
124.0,5121
176.0,39053
319.0,9170
530.0,5266
555.0,1878
726.0,85846
811.0,232696
987.0,107305
1030.0,141966
1044.0,6253
1100.0,57138
1247.0,79730
1610.0,95888
1637.0,44651
1878.0,70356
1915.0,4824
2011.0,107
2186.0,51168
2233.0,57530
2272.0,30714
2480.0,141
2587.0,16374
2861.0,51097
2991.0,39664
3163.0,2571
3262.0,1603
3266.0,431
3339.0,2816
3502.0,1218
3563.0,34
3608.0,80
3724.0,3724
3758.0,170
3915.0,9
3996.0,65
4037.0,60
