drop_off_intersection,count
3471.0,11450
3539.0,1514
3631.0,695
3868.0,165
3970.0,2329
3975.0,574
4073.0,133
312.0,9637
385.0,34671
666.0,4368
720.0,148611
830.0,1116
840.0,2814
993.0,37597
999.0,54313
1096.0,15283
1291.0,58805
1352.0,39623
1477.0,824
1484.0,47277
1635.0,66701
1841.0,66772
1847.0,78846
1873.0,48704
1994.0,58935
2084.0,42958
2182.0,7371
2203.0,49139
2398.0,67463
2461.0,127961
2512.0,30365
2649.0,441
2652.0,4775
2666.0,5083
2673.0,786
2918.0,3324
2978.0,6546
3156.0,105630
3549.0,1037
3552.0,376
3749.0,499
16.0,29266
51.0,70925
185.0,26345
392.0,17273
431.0,15053
583.0,12478
631.0,19566
758.0,36672
871.0,80544
924.0,7908
1311.0,108010
1395.0,185293
1466.0,61777
1844.0,33492
1881.0,100626
1884.0,50337
1898.0,1242
1925.0,223399
1937.0,5893
2024.0,8966
2030.0,1489
2152.0,133212
2177.0,127025
2337.0,17391
2597.0,3640
2734.0,190
2740.0,114554
3050.0,724
3112.0,764
3170.0,6336
3212.0,3295
3224.0,9292
3349.0,7660
3388.0,2928
3532.0,17605
3538.0,580
3750.0,152
3980.0,6719
4017.0,1922
4070.0,1297
4091.0,2727
194.0,54576
200.0,19110
240.0,2750
257.0,12107
288.0,13615
332.0,21034
358.0,21901
432.0,36002
468.0,48901
510.0,41033
600.0,12236
768.0,79904
826.0,25690
919.0,52017
1053.0,34986
1288.0,93691
1330.0,128574
1350.0,96747
1387.0,1390
1419.0,1828
1803.0,146487
1851.0,40395
1865.0,79667
1931.0,708
1936.0,3696
2092.0,4911
2093.0,15523
2195.0,71133
2380.0,32467
2763.0,6172
2767.0,36956
2845.0,33434
3091.0,84050
3157.0,3529
3199.0,1399
3231.0,25176
3327.0,5407
3365.0,224
3406.0,42577
3504.0,1659
3523.0,797
3560.0,6512
3653.0,3391
3693.0,10114
3702.0,3964
3715.0,2890
3769.0,68
3860.0,495
4086.0,123
65.0,31428
80.0,9549
297.0,5634
553.0,34382
606.0,32540
932.0,172111
1216.0,1969
1256.0,104741
1333.0,173536
1496.0,779
1553.0,135100
1704.0,166364
1902.0,24929
2055.0,148326
2106.0,123951
2135.0,101051
2172.0,37104
2192.0,78958
2222.0,96087
2268.0,52272
2615.0,636
2633.0,53023
2711.0,17496
2824.0,11990
2834.0,121003
2841.0,10016
2851.0,71410
2904.0,103253
3019.0,10739
3087.0,4326
3129.0,7437
3229.0,2280
3420.0,1528
3646.0,2006
3729.0,1002
3767.0,86
3842.0,2647
3861.0,15863
3908.0,89
3987.0,2197
4072.0,244
12.0,20648
140.0,3394
277.0,76431
423.0,14207
462.0,10520
523.0,20760
526.0,27561
701.0,10993
818.0,5415
1158.0,14961
1261.0,27689
1271.0,74935
1275.0,3688
1323.0,40487
1334.0,66498
1407.0,60755
1462.0,356
1640.0,18264
2139.0,73637
2495.0,8149
2947.0,85711
3078.0,1762
3230.0,3575
3290.0,9270
3401.0,3308
3485.0,3988
3675.0,514
3826.0,261
4055.0,1429
4077.0,386
4088.0,90
126.0,15481
215.0,5595
415.0,17038
465.0,13499
558.0,35266
782.0,39728
891.0,55499
1112.0,92747
1220.0,39746
1286.0,92375
1326.0,123080
1524.0,103915
1611.0,43338
2043.0,75449
2193.0,98914
2208.0,2720
2299.0,31665
2300.0,59080
2330.0,79298
2485.0,42676
2540.0,352
2602.0,115473
2610.0,2276
2802.0,4975
2907.0,14231
2912.0,2416
2952.0,9484
3094.0,5495
3124.0,11044
3443.0,1906
3535.0,1073
3745.0,9145
3834.0,1497
21.0,10386
28.0,17836
75.0,7338
130.0,6574
147.0,33758
477.0,63429
579.0,36843
780.0,4324
785.0,97579
1139.0,60343
1192.0,24474
1195.0,16428
1440.0,96138
1566.0,145089
1623.0,2593
1667.0,63498
1726.0,31551
1826.0,267110
1974.0,7223
2022.0,10455
2157.0,119014
2311.0,86976
2373.0,26781
2374.0,40376
2379.0,60734
2571.0,1879
2698.0,811
2811.0,184557
2862.0,24715
3226.0,10954
3605.0,234
3699.0,5068
3736.0,147
3889.0,370
3972.0,1310
19.0,60769
418.0,29757
430.0,6058
545.0,23430
561.0,90859
661.0,29907
721.0,7430
792.0,17097
835.0,6602
839.0,4123
895.0,6168
1227.0,4732
1233.0,60407
1310.0,96144
1354.0,2665
1489.0,126336
1689.0,44854
1831.0,38299
1842.0,25201
1964.0,137891
1993.0,41021
2179.0,22709
2493.0,827
2528.0,15952
2551.0,31124
2598.0,28990
2970.0,44295
3111.0,3148
3118.0,5151
3204.0,4122
3253.0,4398
3403.0,9329
3473.0,3898
3522.0,1825
3637.0,4705
3817.0,892
3828.0,1241
3879.0,87
3881.0,546
4066.0,735
371.0,27634
403.0,19939
685.0,46826
836.0,140482
905.0,4945
1005.0,92200
1074.0,44495
1085.0,23161
1297.0,46547
1505.0,3999
1563.0,82691
1605.0,29408
1698.0,235327
1727.0,26137
1753.0,55746
1801.0,76252
1816.0,24922
2124.0,196250
2166.0,99560
2356.0,11182
2442.0,4885
2445.0,51139
2474.0,53670
2517.0,33650
2542.0,78171
2567.0,34974
2618.0,82447
2637.0,89296
2827.0,956
3047.0,4006
3340.0,2885
3364.0,1324
3527.0,921
3537.0,584
3673.0,956
3754.0,1031
3836.0,100
3850.0,210
4034.0,1932
4075.0,400
10.0,31551
71.0,4289
106.0,2608
114.0,16954
239.0,26762
274.0,6028
335.0,3477
566.0,5268
668.0,83053
966.0,43467
1264.0,41275
1394.0,20296
1525.0,244449
1672.0,38558
1696.0,29127
2155.0,67065
2194.0,12162
2429.0,11917
2447.0,164759
2791.0,61076
2979.0,64043
3013.0,5476
3043.0,20119
3287.0,3552
3496.0,4648
3588.0,5237
3603.0,1044
3613.0,5811
3821.0,166
3981.0,1689
57.0,19428
441.0,34856
455.0,13118
574.0,19036
757.0,4400
825.0,35280
904.0,34080
948.0,75566
1088.0,140067
1095.0,35466
1371.0,113562
1567.0,15704
1577.0,59849
1748.0,39419
2097.0,201363
2158.0,1963
2579.0,77631
2688.0,6888
2987.0,7561
3122.0,3778
3306.0,6840
3462.0,6799
3703.0,961
3783.0,283
3869.0,744
9.0,34121
124.0,10968
176.0,41226
319.0,14770
530.0,2514
555.0,12470
726.0,71919
811.0,163616
987.0,64910
1030.0,137382
1044.0,12912
1100.0,86581
1247.0,124533
1610.0,60331
1637.0,44579
1878.0,54842
1915.0,8104
2011.0,778
2186.0,59996
2233.0,57433
2272.0,31755
2480.0,227
2587.0,16699
2861.0,21561
2991.0,52698
3163.0,11895
3262.0,13910
3266.0,3560
3339.0,11546
3502.0,3318
3563.0,465
3608.0,4640
3724.0,5540
3758.0,200
3915.0,12
3996.0,1012
4037.0,306
